index,employees,CEO_age,Name,Symbol,ipoDate,sector,IPO_weekday,firstday_volume,inweek_volume,Y_Open_Price,intra_day_up,intra_week_up,intra_month_up,SP500_lastweek_return,positive,negative,neutral
653,258.0,56.0,NOVOCURE LTD,NVCR,2015-10-02,Healthcare,4,3210540.0,8682666.002999999,20.15999984741211,1,0,0,0.001014673512542284,0.1720150747125219,0.0395892691827311,0.7883956481885049
654,12000.0,67.0,PERFORMANCE FOOD GROUP CO,PFGC,2015-10-01,Consumer Defensive,3,5652965.0,2656745.3216,19.0,0,0,0,-0.0013230310838677445,0.3124971943912139,0.0570155839495901,0.6304872144054994
656,5200.0,52.0,"SURGERY PARTNERS, INC.",SGRY,2015-10-01,Healthcare,3,8800490.0,3541047.8090999997,17.549999237060547,0,0,0,-0.0013230310838677445,0.1669869334593597,0.055830224454175,0.7771828432513304
657,1316.0,52.0,DULUTH HOLDINGS INC.,DLTH,2015-11-20,Consumer Cyclical,4,3342992.0,1124485.9699999997,13.0,0,0,0,0.0010308120092295775,0.1228857147589064,0.0264062636875007,0.8507080193151507
659,9.0,54.0,"AXSOME THERAPEUTICS, INC.",AXSM,2015-11-19,Healthcare,3,532318.0,192364.2539,9.0,1,1,0,2.534322315274538e-05,0.1674556989146738,0.0263632286187945,0.8061810646738324
661,4800.0,53.0,"MATCH GROUP, INC.",MTCH,2015-11-19,Technology,3,26921614.0,14494371.730000002,13.5,0,0,1,2.534322315274538e-05,0.2478882637275736,0.1373603245909502,0.6147514090279926
662,1282.0,45.0,"SQUARE, INC.",SQ,2015-11-19,Technology,3,47440827.0,30937636.31999999,11.199999809265137,0,0,0,2.534322315274538e-05,0.1978164265266595,0.2412834838204658,0.5609000900005683
663,115.0,65.0,MESOBLAST LTD,MESO,2015-11-13,Healthcare,4,2900.0,62.00000000000002,7.5,0,1,1,-0.005459675750503482,0.1503762146762383,0.0481502878010954,0.8014735038958344
666,49.0,48.0,"VOYAGER THERAPEUTICS, INC.",VYGR,2015-11-11,Healthcare,2,1261016.0,400614.68000000005,15.100000381469727,0,0,0,-0.0019767556951695614,0.16304406112638,0.0447296473872044,0.7922262924498525
667,28.0,48.0,WAVE LIFE SCIENCES LTD.,WVE,2015-11-11,Healthcare,2,1364137.0,285441.69120000006,17.049999237060547,1,1,0,-0.0019767556951695614,0.3454866457404187,0.1880009487284668,0.4665124039051169
668,262.0,56.0,EQUITY BANCSHARES INC,EQBK,2015-11-11,Financial Services,2,805467.0,604561.6898999999,24.25,1,1,1,-0.0019767556951695614,0.2452579151800613,0.0351666239733548,0.7195754389172977
669,25.0,53.0,"KURA ONCOLOGY, INC.",KURA,2015-11-05,Healthcare,3,24995.0,1028901.2050000001,8.0,1,0,0,0.002357821543301156,0.130191782774294,0.0319350676611065,0.8378731468144585
672,541.0,57.46021093000968,YIRENDAI LTD.,YRD,2015-12-18,Financial Services,4,5366821.0,1199836.5399999998,10.0,1,1,1,-0.002874290075794761,0.1309481274077875,0.0782671597579286,0.7907847134603394
673,1395.0,57.46021093000968,ATLASSIAN CORP PLC,TEAM,2015-12-10,Technology,3,15009116.0,6656708.379,27.670000076293945,0,0,1,-0.003401507609060994,0.2022274342414579,0.0213065554240816,0.7764660080796794
675,194.0,54.0,"BEIGENE, LTD.",BGNE,2016-02-03,Healthcare,2,2064816.0,2169176.925,28.969999313354492,1,1,1,0.0027679082761271783,0.1944774556159973,0.0357032930254935,0.769819255232811
676,55.0,64.0,"EDITAS MEDICINE, INC.",EDIT,2016-02-03,Healthcare,2,4157947.0,2326286.5882,18.0,0,1,0,0.0027679082761271783,0.2334980152046344,0.053971313497702,0.712530674570424
677,33.0,71.0,"CORVUS PHARMACEUTICALS, INC.",CRVS,2016-03-23,Healthcare,2,1643589.0,659410.088,15.0,1,1,1,0.001212349704378208,0.3638966196095166,0.0285064187305776,0.6075969701227935
678,39.0,60.0,"SENSEONICS HOLDINGS, INC.",SENS,2016-03-18,Healthcare,4,1158800.0,1645400.0,2.75,0,0,0,0.004293517511378996,0.2222454955890065,0.0296654240893465,0.7480890580586025
679,475.0,56.0,HUTCHISON CHINA MEDITECH LTD,HCM,2016-03-17,Healthcare,3,2254385.0,748730.82,13.5,1,1,1,0.004385910312067397,0.1869857297131889,0.0256876391897859,0.7873266354987496
680,20.0,62.0,SYNDAX PHARMACEUTICALS INC,SNDX,2016-03-03,Healthcare,3,1916453.0,1480381.3299,12.109999656677246,1,0,0,0.005322687508603573,0.4052985262529677,0.0407261655452739,0.5539753137223692
681,49.0,42.0,"GLOBAL WATER RESOURCES, INC.",GWRS,2016-04-28,Utilities,3,258332.0,364379.5709,8.130000114440918,1,1,1,-0.0017007617731328306,0.1872391390192101,0.2847858897447662,0.5279749713891702
682,11800.0,60.0,"RED ROCK RESORTS, INC.",RRR,2016-04-27,Consumer Cyclical,2,13630150.0,5474671.12,18.5,1,1,1,5.856018136964268e-05,0.3000265188341917,0.0744289305123252,0.6255445497334606
684,2047.0,61.0,SECUREWORKS CORP,SCWX,2016-04-22,Technology,4,7988823.0,2458843.8417,13.890000343322754,0,1,1,0.0006327900830545019,0.2949463862545288,0.1282644821614844,0.5767891309489079
687,23.0,60.0,"AEGLEA BIOTHERAPEUTICS, INC.",AGLE,2016-04-07,Healthcare,3,1429297.0,1083851.9101,10.0,1,1,1,-0.0008827872597359747,0.2055401281997709,0.0317896899149411,0.7626701802900522
688,3700.0,68.0,GMS INC.,GMS,2016-05-26,Basic Materials,3,5699987.0,986623.0299999999,22.5,1,0,0,0.002982599369958816,0.2877366895586177,0.1244930012460479,0.5877703053530436
689,64.0,68.0,REATA PHARMACEUTICALS INC,RETA,2016-05-26,Healthcare,3,2045999.0,1389460.2445999999,11.0600004196167,0,0,0,0.002982599369958816,0.2013123637283003,0.0485954446621335,0.7500921932907848
690,25000.0,60.0,US FOODS HOLDING CORP.,USFD,2016-05-26,Consumer Defensive,3,28800216.0,7183182.014999999,24.25,0,0,0,0.002982599369958816,0.219608008181648,0.2083232816095916,0.5720686999623286
691,700.0,50.0,"MIDLAND STATES BANCORP, INC.",MSBI,2016-05-24,Financial Services,1,1775310.0,1034962.1500000001,22.059999465942383,1,1,1,0.0020713219799249733,0.1613766661416874,0.1054762947121566,0.7331470339728968
692,45.0,64.0,MERUS N.V.,MRUS,2016-05-19,Healthcare,3,1030450.0,647111.3598,9.75,0,1,1,-0.0030464922752441487,0.33,0.33,0.33
693,4843.0,57.46021093000968,GRUPO SUPERVIELLE S.A.,SUPV,2016-05-19,Financial Services,3,7098505.0,3062491.9299999992,11.5,1,1,0,-0.0030464922752441487,0.2350609532145203,0.0593584324156895,0.7055806185378403
694,12.0,56.0,"PULSE BIOSCIENCES, INC.",PLSE,2016-05-18,Healthcare,2,626068.0,656046.2999000001,4.130000114440918,0,0,0,-0.0007335849762022553,0.1009805941333373,0.0814108895137905,0.8176085501909256
696,2827.0,57.0,"SITEONE LANDSCAPE SUPPLY, INC.",SITE,2016-05-12,Industrials,3,6436989.0,1837918.7744999998,25.639999389648438,0,0,0,7.212844769033389e-05,0.1626525168886055,0.0273104355678901,0.8100370455969561
697,231.0,70.0,"TURNING POINT BRANDS, INC.",TPB,2016-05-11,Consumer Defensive,2,1998385.0,1260910.04,10.0,1,0,1,-0.0011431820225519887,0.2743157379036098,0.2055376607168295,0.5201465978462079
699,61.0,65.0,"INTELLIA THERAPEUTICS, INC.",NTLA,2016-05-06,Healthcare,4,5025236.0,2892861.3499000003,22.0,0,0,0,-0.0025945438540476073,0.2350929568691009,0.0498039938645869,0.7151030490193704
700,49.0,61.0,"SYROS PHARMACEUTICALS, INC.",SYRS,2016-06-30,Healthcare,3,880253.0,739386.6148999999,150.0,0,0,1,0.0008662993128778813,0.1975455963436295,0.0431239685795011,0.7593304449770631
701,0.0,57.46021093000968,GLOBAL MEDICAL REIT INC.,GMRE,2016-06-29,Healthcare,2,1549886.0,965127.1798000002,10.079999923706055,1,1,1,-0.0006841268440446984,0.2068244298906784,0.0602895313858743,0.7328860298919726
702,567.0,45.0,TWILIO INC,TWLO,2016-06-23,Technology,3,21272021.0,58430162.2514,23.989999771118164,0,0,0,0.0026095820387279645,0.2259849890059202,0.0432216011681498,0.7307934049250824
703,54.0,51.0,SELECTA BIOSCIENCES INC,SELB,2016-06-22,Healthcare,2,1095049.0,298159.8988,15.0,1,1,1,0.00044344435381392177,0.1849948512938092,0.0300262626753571,0.7849788841079263
704,23.0,57.46021093000968,"VIVEVE MEDICAL, INC.",VIVE,2016-06-14,Healthcare,1,346.0,473.0,5000.0,1,1,0,-0.001615817469453543,0.1843696418404579,0.0314397227577864,0.784190623164177
705,1586.0,36.0,CHINA ONLINE EDUCATION GROUP,COE,2016-06-10,Consumer Defensive,4,1573940.0,612000.2600000001,78.0,1,0,0,-0.00021196890677394848,0.1759207942367684,0.1892596149216316,0.6348195930771507
706,3200.0,58.0,ATKORE INTERNATIONAL GROUP INC.,ATKR,2016-06-10,Industrials,4,6091428.0,2095496.0151000002,15.75,0,0,0,-0.00021196890677394848,0.1341046275869931,0.0366677865156052,0.8292275865872701
707,22.0,70.0,"CLEARSIDE BIOMEDICAL, INC.",CLSD,2016-06-02,Healthcare,3,1979489.0,1100698.1940000001,8.0,1,1,1,0.003955284879803804,0.1622895093188305,0.0405643105368352,0.7971461838927151
708,3.0,62.0,"MOLECULIN BIOTECH, INC.",MBRX,2016-06-02,Healthcare,3,467665.0,1156518.2700999998,53.939998626708984,1,1,1,0.003955284879803804,0.2901119039527007,0.0235519662499427,0.6863361171313694
709,864.0,69.0,"NANTHEALTH, INC.",NH,2016-06-02,Technology,3,3489073.0,2766461.6296,241.64999389648438,0,1,1,0.003955284879803804,0.1809795795797172,0.0410659218872889,0.77795450394295
712,275.0,62.0,TACTILE SYSTEMS TECHNOLOGY INC,TCMD,2016-07-28,Healthcare,3,1569054.0,724012.7099,10.350000381469727,0,0,0,0.0004186731416348114,0.2130031597191169,0.0403387839043581,0.7466580573423409
713,145.0,56.0,"KINSALE CAPITAL GROUP, INC.",KNSL,2016-07-28,Financial Services,3,4916459.0,1210969.8202999998,18.0,1,0,0,0.0004186731416348114,0.1752516027176525,0.0350102810416279,0.7897381295518178
715,6000.0,60.0,"TPI COMPOSITES, INC",TPIC,2016-07-22,Industrials,4,3201048.0,1694662.7349000003,11.40999984741211,0,0,0,0.0014984448717703896,0.1392350409452508,0.1227086785711287,0.7380562795371544
716,208.0,60.0,IMPINJ INC,PI,2016-07-21,Technology,3,4750072.0,1883002.81,18.0,1,0,0,0.0008671310206756092,0.2948582351239756,0.0321162657246505,0.6730255009366312
719,48.0,75.0,AIRGAIN INC,AIRG,2016-08-12,Technology,4,848654.0,2612281.3979,8.0,0,0,0,0.0013389360495999877,0.1316653266768245,0.0298300650956875,0.8385046127964468
720,2300.0,66.0,"MEDPACE HOLDINGS, INC.",MEDP,2016-08-11,Healthcare,3,5356266.0,2515827.9194,28.149999618530273,1,0,0,0.001900363143029406,0.1498540937155484,0.033594792690128,0.8165511047840118
721,29.0,65.0,"PROTAGONIST THERAPEUTICS, INC",PTGX,2016-08-11,Healthcare,3,1631952.0,655403.7550000001,12.0,1,1,0,0.001900363143029406,0.1535582807437892,0.0283083574143809,0.8181333632061356
724,2250.0,62.0,"FIRST HAWAIIAN, INC.",FHB,2016-08-04,Financial Services,3,11653744.0,4248889.5173,24.579999923706055,1,1,1,-0.00032084506244142323,0.3150159992436383,0.0750471707310478,0.6099368293164801
725,1980.0,47.0,"NUTANIX, INC.",NTNX,2016-09-30,Technology,4,30011468.0,61368356.120000005,26.5,0,0,0,0.0003660755667530705,0.2748553423882596,0.1120818891249543,0.6130627677057688
726,204.0,72.0,"TABULA RASA HEALTHCARE, INC.",TRHC,2016-09-29,Technology,3,3554904.0,1975544.9899999998,14.699999809265137,0,1,1,0.0007873888697753946,0.2125621761728837,0.1508395757140368,0.6365982498009132
728,55.0,66.0,"FULGENT GENETICS, INC.",FLGT,2016-09-29,Healthcare,3,2412251.0,921010.2250999997,9.210000038146973,1,0,1,0.0007873888697753946,0.1089832505766181,0.0749201758141054,0.8160965733647698
730,5050.0,60.0,VALVOLINE INC,VVV,2016-09-23,Energy,4,35297138.0,14628106.075000003,24.100000381469727,1,1,1,0.0026139551555183216,0.2805455741930183,0.0821560683132742,0.6372983627542174
732,62.0,64.0,AC IMMUNE SA,ACIU,2016-09-23,Healthcare,4,3775900.0,6466500.0,14.109999656677246,0,0,1,0.0026139551555183216,0.131584955312685,0.1075591993004723,0.7608558434930792
733,166.0,68.0,"CAPSTAR FINANCIAL HOLDINGS, INC.",CSTR,2016-09-22,Financial Services,3,1198072.0,454822.78020000004,16.559999465942383,1,1,1,0.0033495405574236153,0.1205154522929502,0.0253377512967942,0.8541468096816022
734,231.0,57.0,"E.L.F. BEAUTY, INC.",ELF,2016-09-22,Consumer Defensive,3,13591518.0,7845762.320099999,24.0,0,0,0,0.0033495405574236153,0.2048803782216399,0.0457480293874804,0.7493715993355254
735,63.0,63.0,"NOVAN, INC.",NOVN,2016-09-21,Healthcare,2,1876728.0,3143546.125,144.0,0,0,0,0.0003023321736119585,0.2379148200456532,0.0533955792602433,0.7086895982450698
736,387.0,45.0,"TRADE DESK, INC.",TTD,2016-09-21,Technology,2,6343768.0,8413766.1635,2.875,0,0,1,0.0003023321736119585,0.2396160144698731,0.0558073349839691,0.704576648039473
737,430.0,64.0,"EVERBRIDGE, INC.",EVBG,2016-09-16,Technology,4,8156010.0,8712022.279,12.300000190734863,0,0,0,-0.0030213431630534216,0.1750247790615321,0.0913265851740352,0.7336486375787482
738,1038.0,58.0,FB FINANCIAL CORP,FBK,2016-09-16,Financial Services,4,4512004.0,619638.3001,21.149999618530273,1,1,1,-0.0030213431630534216,0.2323042020686766,0.1583661491033315,0.6093296488426769
739,1088.0,59.0,BANK OF N.T. BUTTERFIELD & SON LTD,NTB,2016-09-16,Financial Services,4,4928557.0,2015214.925,25.100000381469727,1,1,1,-0.0030213431630534216,0.1756118482430209,0.2433382676935199,0.5810498865947218
741,490.0,61.0,"BLACKLINE, INC.",BL,2016-10-28,Technology,4,396233.0,1329247.705,24.520000457763672,1,1,0,-0.0011918845035351344,0.308663917668281,0.0427996411945001,0.6485364476076141
742,5228.0,54.0,ACUSHNET HOLDINGS CORP.,GOLF,2016-10-28,Consumer Cyclical,4,586013.0,2388953.1408999995,17.0,1,1,0,-0.0011918845035351344,0.2674572672694921,0.0307425452039053,0.7018001829720524
743,303.0,56.0,QUANTENNA COMMUNICATIONS INC,QTNA,2016-10-28,Technology,4,438162.0,1106947.927,16.889999389648438,1,1,0,-0.0011918845035351344,0.2160574553632422,0.0209529413800816,0.7629896019209634
744,26119.0,51.0,ZTO EXPRESS (CAYMAN) INC.,ZTO,2016-10-27,Industrials,3,55321114.0,35334526.30499999,18.399999618530273,1,1,1,-0.0004347030231789236,0.2777602061349141,0.0770303709990897,0.6452094256665891
745,9.0,57.46021093000968,MYOVANT SCIENCES LTD.,MYOV,2016-10-27,Healthcare,3,5822306.0,1474189.6600000001,15.0,1,1,1,-0.0004347030231789236,0.1462154760762738,0.0291842212997531,0.8246003010620674
748,373.0,66.0,"IRHYTHM TECHNOLOGIES, INC.",IRTC,2016-10-20,Healthcare,3,6006352.0,1719061.8895999999,26.75,1,1,0,0.0003125123015323972,0.3024343471183921,0.0972104695216385,0.600355183310581
749,77.0,43.0,CRISPR THERAPEUTICS AG,CRSP,2016-10-19,Healthcare,2,1884289.0,1002224.8329000002,15.0,1,0,0,-0.0012690230759180457,0.1285759126604126,0.0406871488078208,0.830736937273664
750,500.0,68.0,"MAMMOTH ENERGY SERVICES, INC.",TUSK,2016-10-14,Energy,4,5896628.0,2742563.3401000006,13.65999984741211,1,0,0,-0.0017662229114940864,0.3213413553861796,0.0521535658711839,0.6265050900074538
752,360.0,49.0,AZURE POWER GLOBAL LTD,AZRE,2016-10-12,Utilities,2,3218415.0,1467255.5261000004,16.1200008392334,1,1,0,-0.001446396104513232,0.4090337020512241,0.0286126695844225,0.562353632286744
754,7444.0,48.0,"CAMPING WORLD HOLDINGS, INC.",CWH,2016-10-07,Consumer Cyclical,4,11437686.0,3675146.6910000006,23.75,1,1,1,-0.0011492761439443175,0.2320675005652835,0.0703769295721856,0.6975555699730903
755,86.0,65.0,EVERSPIN TECHNOLOGIES INC,MRAM,2016-10-07,Technology,4,1793675.0,1071981.6775,9.100000381469727,1,1,1,-0.0011492761439443175,0.1817313509443438,0.0299435702477951,0.7883250839020832
758,590.0,49.0,COUPA SOFTWARE INC,COUP,2016-10-06,Technology,3,16892884.0,8933307.283999998,35.0,1,1,1,7.215776603388045e-05,0.2716898187137885,0.0515090716262358,0.6768011082014692
761,97.0,54.0,"SMART SAND, INC.",SND,2016-11-04,Basic Materials,4,3419700.0,4889500.0,10.300000190734863,0,0,0,-0.0036598882618672024,0.1689701113711603,0.1128000555047561,0.7182298328027975
762,573.0,55.0,GDS HOLDINGS LTD,GDS,2016-11-02,Technology,2,10332000.0,13204500.0,10.0,0,1,1,-0.0035811179562395784,0.1343141829308408,0.028783373427219,0.8369024390211472
764,1183.0,46.0,TRIVAGO N.V.,TRVG,2016-12-16,Consumer Cyclical,4,19266400.0,9381670.672999999,11.199999809265137,0,0,0,0.001073728734969042,0.072225734591484,0.0214612130075693,0.9063129425048828
765,530.0,71.0,"ICHOR HOLDINGS, LTD.",ICHR,2016-12-09,Technology,4,2296748.0,681179.0957,10.25,1,0,0,0.003910748619952823,0.1155736537370006,0.029248369849427,0.8551779832460183
766,27.0,73.0,"SENESTECH, INC.",SNES,2016-12-08,Basic Materials,3,384411.0,323056.1799,3300.0,1,1,1,0.002683264501945369,0.1375664544105529,0.0447477653995155,0.8176857662200928
767,103.0,71.0,"POLAR POWER, INC.",POLA,2016-12-07,Industrials,2,1180226.0,801890.42,7.550000190734863,0,0,0,0.0025655430757881886,0.2309124375444272,0.1307814755922996,0.638306084495615
768,5.0,65.0,INNOVATIVE INDUSTRIAL PROPERTIES INC,IIPR,2016-12-01,Real Estate,3,1191226.0,1989788.6553999996,20.25,1,1,1,-0.00045719028323425767,0.4226483972602044,0.0278493448100616,0.5495022610606005
770,20800.0,59.0,"JELD-WEN HOLDING, INC.",JELD,2017-01-27,Basic Materials,4,16024977.0,5858324.255,25.25,0,0,0,0.0014365199897229555,0.1873683631420135,0.030515062312285,0.7821165919303894
771,85.0,63.0,"JOUNCE THERAPEUTICS, INC.",JNCE,2017-01-27,Healthcare,4,4288260.0,1315595.7709000001,18.0,1,1,0,0.0014365199897229555,0.1461426113068201,0.0330611867607352,0.820796210229682
772,6000.0,69.0,"REV GROUP, INC.",REVG,2017-01-27,Consumer Cyclical,4,8868629.0,2679978.0551,25.75,1,1,1,0.0014365199897229555,0.246366382040402,0.1482779816356732,0.6053556374727601
773,27.0,70.0,OBSEVA SA,OBSV,2017-01-26,Healthcare,3,3305134.0,928186.5151000001,13.289999961853027,1,1,0,0.0018122654112125516,0.1871792284602468,0.0243596669540486,0.7884611067446795
774,49.0,46.0,ANAPTYSBIO INC,ANAB,2017-01-26,Healthcare,3,3318286.0,599504.6495,16.0,0,0,0,0.0018122654112125516,0.1316959785891102,0.0827361468512278,0.7855678642844106
776,180.0,72.0,CLIPPER REALTY INC.,CLPR,2017-02-10,Real Estate,4,1125393.0,573766.6500000001,15.0,1,1,1,0.002279779805702566,0.1097480754057566,0.0256648943242099,0.8645870288213094
778,2.0,57.46021093000968,SACHEM CAPITAL CORP.,SACH,2017-02-10,Real Estate,4,430700.0,553500.0,4.900000095367432,1,1,1,0.002279779805702566,0.119841163419187,0.0700250865736355,0.8101337373256683
779,46.0,57.0,"RAMACO RESOURCES, INC.",METC,2017-02-03,Basic Materials,4,3843236.0,3451445.9948,14.550000190734863,1,1,1,-5.255231909825512e-05,0.1842473466759142,0.028701108030003,0.787051559790321
780,0.0,64.0,"KIMBELL ROYALTY PARTNERS, LP",KRP,2017-02-03,Energy,4,1637333.0,786184.2198000001,18.059999465942383,1,1,1,-5.255231909825512e-05,0.1639528645491096,0.0293294308890758,0.8067176883489313
781,67800.0,56.0,"LAUREATE EDUCATION, INC.",LAUR,2017-02-01,Consumer Defensive,2,10698096.0,5241605.505,12.5,1,1,1,0.0009125357788074868,0.2689267211505191,0.0814658588270458,0.6496074223949898
782,907.0,41.0,INVITATION HOMES INC.,INVH,2017-02-01,Real Estate,2,30832753.0,15663755.530000001,20.100000381469727,1,1,1,0.0009125357788074868,0.2589091532068645,0.0560010932357527,0.6850897478757472
783,424.0,64.0,"ALTERYX, INC.",AYX,2017-03-24,Technology,4,8660540.0,2975357.5151000004,17.25,1,1,0,-0.002481895801877156,0.3469575563449633,0.0475215335638988,0.6055209105913291
786,642.0,61.0,PROPETRO HOLDING CORP.,PUMP,2017-03-17,Energy,4,13512400.0,19726000.0,15.0,1,1,1,0.0009271284176386452,0.1401981879025697,0.0274732280005183,0.8323285943932004
789,3801.0,67.0,"J.JILL, INC.",JILL,2017-03-09,Consumer Cyclical,3,9893657.0,3255092.2162000006,53.52644729614258,1,0,0,9.184528654477513e-05,0.1791850035363029,0.0267464793411101,0.7940685183556053
790,25.0,51.0,BEYONDSPRING INC.,BYSI,2017-03-09,Healthcare,3,160300.0,91791.8814,20.0,1,1,0,9.184528654477513e-05,0.1742367701548518,0.0342100182491721,0.7915532119346388
791,1859.0,31.0,SNAP INC,SNAP,2017-03-02,Technology,3,217048865.0,386866675.2099999,24.0,0,1,1,0.0010119616581511584,0.2154654212593648,0.209401111160741,0.5751334668626797
792,290.0,68.0,HAMILTON LANE INC,HLNE,2017-03-01,Financial Services,2,7162670.0,1839553.2399999995,17.850000381469727,1,1,1,0.0027130968959264224,0.1116866961076335,0.3091635455855073,0.579149757920339
794,1067.0,39.0,CARVANA CO.,CVNA,2017-04-28,Consumer Cyclical,4,11297841.0,9751587.360000001,13.5,1,1,1,0.002801002311072403,0.1963352600733438,0.0242702659219502,0.7793945093949636
795,430.0,59.0,"EMERALD EXPOSITIONS EVENTS, INC.",EEX,2017-04-28,Industrials,4,6609421.0,2778806.7419999996,18.700000762939453,1,0,0,0.002801002311072403,0.1703091651715081,0.0286050247799219,0.8010858065095441
796,197.0,58.0,"NCS MULTISTAGE HOLDINGS, INC.",NCSM,2017-04-28,Energy,4,4577678.0,1002870.2748000001,400.0,0,0,0,0.002801002311072403,0.1860449778479199,0.0278040264884745,0.7861510092435882
798,136.0,50.0,ZYMEWORKS INC.,ZYME,2017-04-28,Healthcare,4,953887.0,271896.81720000005,13.5,1,1,1,0.002801002311072403,0.2298135528329508,0.0323002936055689,0.7378861535500529
799,12.0,67.0,VERONA PHARMA PLC,VRNA,2017-04-27,Healthcare,3,586652.0,94615.48890000001,13.5,0,0,1,0.002829116066620872,0.1654080104194861,0.0302744157038124,0.8043175772168583
800,4391.0,56.0,"FLOOR & DECOR HOLDINGS, INC.",FND,2017-04-27,Consumer Cyclical,3,9423800.0,2890536.3748999997,30.25,0,0,0,0.002829116066620872,0.1952295295291305,0.036508056532054,0.7682624176846358
804,1193.0,62.0,CADENCE BANCORPORATION,CADE,2017-04-13,Financial Services,3,5392979.0,1446172.82,29.5,1,1,1,-0.001896188582269111,0.33,0.33,0.33
805,1130.0,61.0,"WARRIOR MET COAL, INC.",HCC,2017-04-13,Basic Materials,3,11336551.0,7132833.100000001,17.5,1,1,1,-0.001896188582269111,0.3407810695911037,0.0879514649097528,0.5712674619322738
806,630.0,42.0,"YEXT, INC.",YEXT,2017-04-13,Technology,3,11336164.0,5721209.6141,14.0,1,1,1,-0.001896188582269111,0.3139045259409283,0.0440699603744648,0.6420255146624481
808,898.0,50.0,"OKTA, INC.",OKTA,2017-04-07,Technology,4,7942540.0,4495016.930000002,23.75,1,1,0,-0.0003364317914701217,0.350435479510065,0.0392888911484461,0.6102756336860851
809,19300.0,58.0,"SCHNEIDER NATIONAL, INC.",SNDR,2017-04-06,Industrials,3,16878321.0,13337635.530000003,19.5,1,1,1,-6.322394219200016e-05,0.2049893505604523,0.0430950397039618,0.751915612708196
810,540.0,59.0,"ELEVATE CREDIT, INC.",ELVT,2017-04-06,Financial Services,3,3695000.0,4566700.0,7.0,0,0,0,-6.322394219200016e-05,0.1866277310837988,0.0457479156948431,0.7676243498976789
811,0.0,68.0,HESS MIDSTREAM PARTNERS LP,HESM,2017-04-05,Energy,2,9768437.0,2826123.5520999995,25.5,1,1,1,0.0006970567646019031,0.1657749237662011,0.0316933064128864,0.8025317560542714
812,753.0,49.0,APPIAN CORP,APPN,2017-05-25,Technology,3,4949200.0,9005500.0,15.0,0,0,0,0.000886454554254861,0.2865682280503022,0.0520616066737625,0.6613701640489774
813,3000.0,60.0,"WIDEOPENWEST, INC.",WOW,2017-05-25,Communication Services,3,8612587.0,5454459.6646,16.0,0,0,0,0.000886454554254861,0.1249627486165416,0.1224467381905007,0.7525905062605563
814,1139.0,63.0,"SMART GLOBAL HOLDINGS, INC.",SGH,2017-05-24,Technology,2,1415330.0,549323.4694000001,6.0,0,0,0,0.00015376235536312954,0.3178363092303077,0.0538130152171454,0.6283506755314675
815,67.0,50.0,ARGENX SE,ARGX,2017-05-18,Healthcare,3,798779.0,475126.89169999986,17.899999618530273,0,0,0,-0.0018446326606553923,0.1006180897355079,0.0215240296907722,0.8778578758239746
816,6079.0,57.46021093000968,BRIGHT SCHOLAR EDUCATION HOLDINGS LTD,BEDU,2017-05-18,Consumer Defensive,3,5471226.0,2517702.3699000003,44.0,1,1,1,-0.0018446326606553923,0.4313877530659389,0.0608117734693517,0.507800470021638
817,31.0,58.0,"G1 THERAPEUTICS, INC.",GTHX,2017-05-17,Healthcare,2,2707317.0,635136.0595,15.0,0,0,0,-0.002517785076826048,0.146822794021776,0.0387816932177383,0.8143955123104505
818,101.0,57.0,"SOLARIS OILFIELD INFRASTRUCTURE, INC.",SOI,2017-05-12,Energy,4,4329499.0,1809211.6800000004,12.210000038146973,1,1,1,0.00016747803832255808,0.1621414319156331,0.0823816281763162,0.7554769319422702
821,150.0,50.0,"VERITONE, INC.",VERI,2017-05-12,Technology,4,1625362.0,1983235.9358999995,15.640000343322754,1,1,1,0.00016747803832255808,0.1880048597541948,0.0530982393357488,0.7588968974848588
822,200.0,63.0,"FIVE POINT HOLDINGS, LLC",FPH,2017-05-10,Real Estate,2,5481426.0,2623191.5073000006,15.199999809265137,1,0,1,0.0006758980250410092,0.276015494011229,0.2133822875607967,0.5106022198188124
823,397.0,56.0,GUARANTY BANCSHARES INC /TX/,GNTY,2017-05-09,Financial Services,1,154500.0,33899209.3948874,30.0,1,1,1,0.000761853617288485,0.185845068802959,0.0440168558318811,0.770138076373509
824,31.0,69.0,OVID THERAPEUTICS INC.,OVID,2017-05-05,Healthcare,4,1592121.0,333133.03380000003,14.0,1,1,1,0.0007086501019878558,0.1394730409990776,0.0335257438230601,0.8270012093160082
825,33.0,60.0,UROGEN PHARMA LTD.,URGN,2017-05-04,Healthcare,3,1407488.0,708992.5499999998,13.289999961853027,0,0,0,5.5164546049099196e-05,0.1950869113625435,0.022841467009334,0.7820716198910488
828,791.0,51.0,"BYLINE BANCORP, INC.",BY,2017-06-30,Financial Services,4,3492724.0,502531.54,20.350000381469727,1,1,1,-0.000701516386741747,0.0621856078505516,0.0901108384132385,0.8477036356925964
829,15.0,52.0,AILERON THERAPEUTICS INC,ALRN,2017-06-29,Healthcare,3,2168766.0,972804.6842,275.0,1,1,1,-0.0010037844154238776,0.1749092687007992,0.0517091765068471,0.7733815534170284
830,5137.0,48.0,"BLUE APRON HOLDINGS, INC.",APRN,2017-06-29,Consumer Cyclical,3,41050875.0,42491236.349999994,150.0,0,1,1,-0.0010037844154238776,0.1769989313425519,0.2196409089707313,0.6033601598783469
