Price;employees;CEO_age;intra_day_up;intra_week_up;intra_month_up;Name;Symbol;ipoDate;sector;IPO_weekday;firstday_volume;inweek_volume;inmonth_volume;SP500_lastweek_return;company_string;positive;negative;neutral
10.0;39.0;57.46021093000968;0;0;0;X4 PHARMACEUTICALS, INC;ASNS;2017-11-16;Healthcare;3;11933714.20209696;9200985.52575441;26558084.22784357;-0.0002673527275419;X4 PHARMACEUTICALS;0.24452000514914593;0.11268704151734704;0.6427929643541574
13.0;6454.0;45.0;0;1;1;PPDAI GROUP INC.;PPDF;2017-11-10;Financial Services;4;9885748.0;7543272.699899999;40429304.1139;0.0001647590024297;PPDAI GROUP ;0.1487649666338131;0.039474836839684085;0.8117601974257107
20.0;338.0;53.0;0;0;0;BANDWIDTH INC.;BAND;2017-11-10;Technology;4;2409304.0;1696565.7200000004;4410735.966699999;0.0001647590024297;BANDWIDTH ;0.23233024690721313;0.17313835136459613;0.5945313982589667
23.26;92.0;60.0;0;0;1;ERYTECH PHARMA S.A.;ERYP;2017-11-10;Healthcare;4;600.0;487.99999999999983;2732.8000000000056;0.0001647590024297;ERYTECH PHARMA SA;0.14956644922494886;0.04198173894301835;0.808451793695751
14.0;28.0;50.0;0;1;0;APELLIS PHARMACEUTICALS, INC.;APLS;2017-11-09;Healthcare;3;2297000.0;2808600.0;4767900.0;0.0005204381487475;APELLIS PHARMACEUTICALS ;0.19206307817782675;0.04097496018345862;0.7669619747570583
13.0;2315.0;44.0;1;0;1;SOGOU INC.;SOGO;2017-11-09;Technology;3;42527129.0;38471902.8;77838002.06109996;0.0005204381487475;SOGOU ;0.15288496870446455;0.055178225971758324;0.7919368094569722
35.0;118.0;59.0;0;0;0;METROPOLITAN BANK HOLDING CORP.;MCB;2017-11-08;Financial Services;2;2582500.0;3405500.0;4231200.0;0.0011927733346243;METROPOLITAN BANK HOLDING ;0.19818681401707097;0.07460046654338372;0.727212722102801
10.0;607.0;60.0;1;1;1;FOUR SEASONS EDUCATION (CAYMAN) INC.;FEDU;2017-11-08;Consumer Defensive;2;5490161.0;2519960.74;5885511.474;0.0011927733346243;FOUR SEASONS EDUCATION CAYMAN ;0.3076756183080693;0.08777493453994542;0.6045494432963476
15.0;17.0;50.0;0;1;0;INFLARX N.V.;IFRX;2017-11-08;Healthcare;2;1874000.0;2430800.0;2960100.0;0.0011927733346243;INFLARX NV;0.33;0.33;0.33
26.0;472.0;67.0;1;0;0;CBTX, INC.;CBTX;2017-11-08;Financial Services;2;1062305.0;458558.685;2162391.5924;0.0011927733346243;CBTX ;0.19554359603930133;0.06128957546476657;0.7431668361713146
10.0;315.0;38.0;0;0;0;HEXINDAI INC.;HX;2017-11-03;Financial Services;4;476808.0;1231272.2241999996;3322381.201500001;0.0017107297387158;HEXINDAI ;0.14682942415986738;0.047049887212259396;0.8061207107135228
9.0;245.0;61.0;0;0;0;AQUANTIA CORP;AQ;2017-11-03;Technology;4;4971052.0;3843075.9283;9844263.784299998;0.0017107297387158;AQUANTIA ;0.14994483739453346;0.052727074954279855;0.7973280892533771
5.6;187.0;60.0;0;0;1;ACM RESEARCH, INC.;ACMR;2017-11-03;Technology;4;523518.0;288171.79000000004;814343.1384000004;0.0017107297387158;ACM RESEARCH ;0.2638966336098921;0.06456225258624473;0.6715411137148832
14.0;29.0;41.0;1;0;1;SPERO THERAPEUTICS, INC.;SPRO;2017-11-02;Healthcare;3;2224706.0;775264.0200000001;2247126.4762;0.0006021404331087;SPERO THERAPEUTICS ;0.16575324598038307;0.031327382487323197;0.8029193621929561
14.0;27.0;52.0;1;1;1;ALLENA PHARMACEUTICALS, INC.;ALNA;2017-11-02;Healthcare;3;2388768.0;982748.005;2626588.3071000003;0.0006021404331087;ALLENA PHARMACEUTICALS ;0.20868347015702862;0.02930166834601379;0.7620148576539139
18.0;4000.0;53.0;0;0;0;EVOQUA WATER TECHNOLOGIES CORP.;AQUA;2017-11-02;Industrials;3;14271600.0;20209800.0;26421300.0;0.0006021404331087;EVOQUA WATER TECHNOLOGIES ;0.21925490305704226;0.021760152317309597;0.758984938099542
12.0;472.0;54.0;1;0;0;FUNKO, INC.;FNKO;2017-11-02;Consumer Cyclical;3;9761011.0;6960829.654599999;20568616.554299995;0.0006021404331087;FUNKO ;0.28815941188469274;0.07784524089102521;0.6339953499500349
13.0;2400.0;65.0;0;0;0;ALTAIR ENGINEERING INC.;ALTR;2017-11-01;Technology;2;7533536.0;4072274.846;10815879.293800008;0.0008061322141497;ALTAIR ENGINEERING ;0.22898316509287123;0.023313558201344883;0.7477032714326617
19.0;3258.0;48.0;1;0;0;LOMA NEGRA COMPANIA INDUSTRIAL ARGENTINA SOCIEDAD ANONIMA;LOMA;2017-11-01;Basic Materials;2;18872243.0;7156515.049999999;20423741.0502;0.0008061322141497;LOMA NEGRA COMPANIA INDUSTRIAL ARGENTINA SOCIEDAD ANONIMA;0.24375675392470186;0.02951009318764716;0.7267331358577523
8.0;440.0;49.0;0;0;1;ICLICK INTERACTIVE ASIA GROUP LTD;ICLK;2017-12-22;Consumer Cyclical;4;1224731.0;1962322.015;5448252.624800001;0.0011050882920471;ICLICK INTERACTIVE ASIA GROUP ;0.18689701925697072;0.055179481860250186;0.7579235105908343
9.0;2566.0;39.0;1;0;0;LEXINFINTECH HOLDINGS LTD.;LX;2017-12-21;Financial Services;3;2232322.0;6780872.648599999;22834551.5238;0.0011029753716239;LEXINFINTECH HOLDINGS ;0.15333841089159245;0.06391722204474105;0.7827443685382605
5.0;391.0;41.0;0;0;1;DOGNESS (INTERNATIONAL) CORP;DOGZ;2017-12-20;Consumer Defensive;2;184391.0;361310.8622000001;1066074.1484000008;0.0010405848349447;DOGNESS INTERNATIONAL ;0.0962167307734489;0.0171873960644006;0.8865959048271179
13.0;664.0;59.0;0;0;0;CASA SYSTEMS INC;CASA;2017-12-15;Technology;4;3320879.0;1605732.424500001;7358912.668099999;0.0025171530051457;CASA SYSTEMS ;0.17677350814227716;0.04391192827323397;0.7793145749617267
14.0;4600.0;57.46021093000968;1;0;0;NEWMARK GROUP, INC.;NMRK;2017-12-15;Real Estate;4;9312062.0;5533619.469999999;17966054.5594;0.0025171530051457;NEWMARK GROUP ;0.1950284984043759;0.03835300794478663;0.7666184869797333
18.0;125.0;46.0;0;0;0;DENALI THERAPEUTICS INC.;DNLI;2017-12-08;Healthcare;4;3907938.0;3251691.746099999;11159893.282499995;0.0013856342959062;DENALI THERAPEUTICS ;0.21358516245330655;0.10777484593948099;0.6786399982260458
10.75;274.0;61.0;1;1;1;LUTHER BURBANK CORP;LBC;2017-12-08;Financial Services;4;5072817.0;2139370.22;5767085.005900002;0.0013856342959062;LUTHER BURBANK ;0.26577798086641863;0.08144116107882421;0.6527808585627513
14.0;4200.0;57.0;0;0;0;CURO GROUP HOLDINGS CORP.;CURO;2017-12-07;Financial Services;3;2553054.0;1102926.3099999998;4471254.067800002;0.0005462725784991;CURO GROUP HOLDINGS ;0.41541637975692014;0.1069978515953436;0.47758576713624545
24.0;50.0;55.0;1;1;1;ODONATE THERAPEUTICS, INC.;ODT;2017-12-07;Healthcare;3;1228850.0;841788.803;1787868.0994999998;0.0005462725784991;ODONATE THERAPEUTICS ;0.14836013367907563;0.04797350458631457;0.803666369820183
15.0;122.0;61.0;0;0;0;QUANTERIX CORP;QTRX;2017-12-07;Healthcare;3;2346192.0;1048713.615;4015327.1956;0.0005462725784991;QUANTERIX ;0.24453520143549598;0.031388205676869306;0.7240765947335495
16.0;550.0;48.0;0;0;0;PLAYAGS, INC.;AGS;2018-01-26;Consumer Cyclical;4;5379050.0;2313497.1699999995;5340817.081099996;0.0035562541528734;PLAYAGS ;0.23143304066489567;0.056950639244978805;0.7116163258805223
16.0;60.0;48.0;0;0;0;SOLID BIOSCIENCES INC.;SLDB;2018-01-26;Healthcare;4;3304587.0;2578659.8664;5611181.9932;0.0035562541528734;SOLID BIOSCIENCES ;0.19161269127836694;0.15251771252926277;0.6558695941515591
15.0;7.0;50.0;0;0;0;RESTORBIO, INC.;TORC;2018-01-26;Healthcare;4;2376961.0;1052918.1638;3043188.2941;0.0035562541528734;RESTORBIO ;0.23642329216402555;0.04106467849175841;0.7225120265835098
10.0;7.0;48.0;1;1;1;EYENOVIA, INC.;EYEN;2018-01-25;Healthcare;3;1071199.0;548232.0099000001;888471.8527999996;0.0032096620174434;EYENOVIA ;0.2031407043337822;0.03453386728651816;0.762325431406498
19.0;13500.0;57.0;1;1;1;GATES INDUSTRIAL CORP PLC;GTES;2018-01-25;Industrials;3;19855751.0;13373182.52;25818587.42110001;0.0032096620174434;GATES INDUSTRIAL  PLC;0.2150946143450159;0.08318893538618626;0.7017164478699366
17.0;32.0;56.0;0;0;0;MENLO THERAPEUTICS INC.;MNLO;2018-01-25;Healthcare;3;5253445.0;2402714.3736;4442380.9421000015;0.0032096620174434;MENLO THERAPEUTICS ;0.262802003165908;0.034577104370210186;0.7026208843901861
21.5;1020.0;57.46021093000968;0;0;0;PAGSEGURO DIGITAL LTD.;PAGS;2018-01-24;Technology;2;56901240.0;34671897.87009999;81113513.48390001;0.0026200750853626;PAGSEGURO DIGITAL ;0.24553941174720725;0.03797519044019277;0.7164853972693285
23.0;1755.0;45.0;0;0;0;NINE ENERGY SERVICE, INC.;NINE;2018-01-19;Energy;4;6187457.0;2091977.4500000004;4449874.8207;0.0030472045655947;NINE ENERGY SERVICE ;0.2938775808429893;0.1636835765290786;0.5424388432064478
14.0;18000.0;59.0;1;1;1;ADT INC.;ADT;2018-01-19;Industrials;4;68187376.0;71641627.99429998;159416245.10330003;0.0030472045655947;ADT ;0.13986418264383293;0.08921859665340567;0.770917221197086
16.0;11000.0;55.0;0;0;0;AMERICOLD REALTY TRUST;COLD;2018-01-19;Real Estate;4;18176900.0;28957700.0;39823100.0;0.0030472045655947;AMERICOLD REALTY TRUST;0.19918347219936547;0.026262124069034994;0.7745544044300914
24.0;0.0;61.0;1;1;1;INDUSTRIAL LOGISTICS PROPERTIES TRUST;ILPT;2018-01-12;Real Estate;4;7513408.0;3855361.07;11772027.924100004;0.0038141002414308;INDUSTRIAL LOGISTICS PROPERTIES TRUST;0.34825741904762275;0.07325787426147247;0.578484706811349
17.0;1859.0;57.0;1;0;0;LIBERTY OILFIELD SERVICES INC.;LBRT;2018-01-12;Energy;4;10448681.0;4042818.38;17341358.9073;0.0038141002414308;LIBERTY OILFIELD SERVICES ;0.1529394861070379;0.05191353429108854;0.7951469736233834
7.5;28.0;61.0;0;0;0;CUE BIOPHARMA, INC.;CUE;2018-01-02;Healthcare;1;354487.0;1179398.7699000002;2513960.119000001;0.000887745996341;CUE BIOPHARMA ;0.3634816741700782;0.030331073198900615;0.6061872548835222
4.0;111.0;55.0;0;0;0;FARMMI, INC.;FAMI;2018-02-16;Consumer Defensive;4;105193.0;508450.7807;3503781.6726999986;0.0028246036203674;FARMMI ;0.13287866860628123;0.04878675099462265;0.8183345943689346
9.88;125.0;66.0;0;0;0;BIOFRONTERA AG;BFRA;2018-02-14;Healthcare;2;11933714.20209696;9200985.52575441;26558084.22784357;0.0028241393404855;BIOFRONTERA AG;0.282429869286716;0.018565489212050985;0.6990046501159668
5.0;36.0;50.0;1;1;1;MOTUS GI HOLDINGS, INC.;MOTS;2018-02-14;Healthcare;2;651271.0;558024.4179;1692520.950099999;0.0028241393404855;MOTUS GI HOLDINGS ;0.11517449128715426;0.031461092040819226;0.8533644237939049
13.0;342.0;59.0;0;0;0;CARDLYTICS, INC.;CDLX;2018-02-09;Technology;4;3094872.0;2040951.002900001;6131922.227799999;-0.0104281226220667;CARDLYTICS ;0.20050150352999963;0.0405190540436424;0.7589794472024768
10.0;1324.0;53.0;1;1;1;QUINTANA ENERGY SERVICES INC.;QES;2018-02-09;Energy;4;1929506.0;1000362.52;4506750.964300002;-0.0104281226220667;QUINTANA ENERGY SERVICES ;0.28087527713761096;0.030174983006606697;0.6889497382430042
13.0;276.0;49.0;1;1;1;VICTORY CAPITAL HOLDINGS, INC.;VCTR;2018-02-08;Financial Services;3;3771761.0;2798928.515;6569281.014099998;-0.0124919947414111;VICTORY CAPITAL HOLDINGS ;0.21956780414866733;0.1340544434353607;0.6463777526328552
19.0;880.0;68.0;0;0;0;CACTUS, INC.;WHD;2018-02-08;Energy;3;14956128.0;5151472.931500001;17271134.4614;-0.0124919947414111;CACTUS ;0.2967217117936435;0.2216875348041177;0.48159075166654913
12.0;22.0;44.0;1;1;1;EVOLUS, INC.;EOLS;2018-02-08;Healthcare;3;1309463.0;689607.05;4277185.534900001;-0.0124919947414111;EVOLUS ;0.1311608449336183;0.09641371013366436;0.7724254492126154
11.0;416.0;46.0;1;1;1;HUAMI CORP;HMI;2018-02-08;Technology;3;5921534.0;4017762.6290000007;7480932.211899999;-0.0124919947414111;HUAMI ;0.23569481056221903;0.0360440935253514;0.7282610966252937
5.0;816.0;51.0;0;0;0;SSLJ. COM LTD;SSLJ;2018-02-05;Consumer Cyclical;0;232073.0;831318.5549999998;2128492.974199999;-0.009733781293082;SSLJ COM ;0.142818389236927;0.03521136805415148;0.8219702458381652
18.0;2400.0;49.0;0;0;0;FTS INTERNATIONAL, INC.;FTSI;2018-02-02;Energy;4;12802100.0;10432201.1401;24297946.174899995;-0.0037935176207789;FTS INTERNATIONAL ;0.15760981835998017;0.03508165118714361;0.8073085322976112
16.5;738.0;53.0;0;0;0;CENTRAL PUERTO S.A.;CEPU;2018-02-02;Utilities;4;6230577.0;3352730.2457;8909936.878200002;-0.0037935176207789;CENTRAL PUERTO SA;0.17914932888874183;0.3836705927562029;0.4371800786121954
17.0;6076.0;44.0;1;1;1;CORPORACION AMERICA AIRPORTS S.A.;CAAP;2018-02-01;Industrials;3;10433367.0;15603367.0;18790167.0;-0.0008437215891096;ORACION AMERICA AIRPORTS SA;0.33;0.33;0.33
19.0;9001.0;57.46021093000968;0;0;0;HUDSON LTD.;HUD;2018-02-01;Consumer Cyclical;3;14084880.0;10929741.534999998;22423744.40440001;-0.0008437215891096;HUDSON ;0.3036039468489803;0.254427599564314;0.44196845655529643
18.5;2380.0;63.0;1;1;1;IPIC ENTERTAINMENT INC.;IPIC;2018-02-01;Consumer Cyclical;3;157647.0;233285.9851;749645.3557999996;-0.0008437215891096;IPIC ENTERTAINMENT ;0.1964069491997361;0.04182569049298758;0.7617673683166504
5.0;75.0;64.0;1;1;0;ONE STOP SYSTEMS, INC.;OSS;2018-02-01;Technology;3;1413854.0;838974.8179000001;1731642.2685999984;-0.0008437215891096;ONE STOP SYSTEMS ;0.2499126084253741;0.43900371550514666;0.3110836740419223
20.0;140.0;66.0;1;1;1;VICI PROPERTIES INC.;VICI;2018-02-01;Real Estate;3;8227501.0;1254567.7;15383663.915000005;-0.0008437215891096;VICI PROPERTIES ;0.23287514812203453;0.07851596773766414;0.6886088876601528
12.0;47.0;61.0;1;1;1;SOL-GEL TECHNOLOGIES LTD.;SLGL;2018-02-01;Healthcare;3;2440000.0;3529300.0;4104200.0;-0.0008437215891096;SOLGEL TECHNOLOGIES ;0.33;0.33;0.33
5.0;5.0;65.0;1;1;0;GENPREX, INC.;GNPX;2018-03-29;Healthcare;3;147600.0;757000.0;5462600.0;-0.0038913929328065;GENPREX ;0.4527234045995606;0.04471450381808805;0.5025620899266667
18.0;6014.0;53.0;1;1;0;IQIYI, INC.;IQ;2018-03-29;Technology;3;79752900.0;124877400.0;213293800.0;-0.0038913929328065;IQIYI ;0.2843055069327837;0.21151177033630192;0.5041827176782218
12.0;53.0;57.0;1;1;1;UNUM THERAPEUTICS INC.;UMRX;2018-03-29;Healthcare;3;11933714.20209696;9200985.52575441;26558084.22784357;-0.0038913929328065;UNUM THERAPEUTICS ;0.16249615274693655;0.122219336486381;0.7152845198693483
11.0;9023.0;47.0;1;1;1;ONESMART INTERNATIONAL EDUCATION GROUP LTD;ONE;2018-03-28;Consumer Defensive;2;11933714.20209696;9200985.52575441;26558084.22784357;-0.0056468091096571;ONESMART INTERNATIONAL EDUCATION GROUP ;0.17695905676200271;0.02197485756395113;0.8010660906632742
11.0;129.0;62.0;1;1;1;OP BANCORP;OPBK;2018-03-28;Financial Services;2;300.0;33889658.92909997;164933462.43927416;-0.0056468091096571;OP BAN;0.08603484869298647;0.5837780422866916;0.33018710568089926
11.5;1903.0;44.0;1;1;1;BILIBILI INC.;BILI;2018-03-28;Technology;2;23929600.0;38150300.0;53833200.0;-0.0056468091096571;BILIBILI ;0.2652008685295004;0.15779261011863127;0.577006523059681
16.0;67.0;59.0;0;0;0;HOMOLOGY MEDICINES, INC.;FIXX;2018-03-28;Healthcare;2;2961600.0;4849100.0;6848700.0;-0.0056468091096571;HOMOLOGY MEDICINES ;0.1591124979342207;0.04223278744353184;0.7986547279137152
14.0;2259.0;58.0;1;1;1;GREENTREE HOSPITALITY GROUP LTD.;GHG;2018-03-27;Consumer Cyclical;1;4113800.0;6148300.0;8332200.0;-0.0072593145700195;GREENTREE HOSPITALITY GROUP ;0.15068850750630758;0.033781710133518765;0.8155297853474347
21.0;1858.0;39.0;0;0;0;DROPBOX, INC.;DBX;2018-03-23;Technology;4;56108700.0;111131900.0;154005200.0;-0.0085392331859933;DROPBOX ;0.2274049080421233;0.10608574588411124;0.66650934620885
11.5;9146.0;36.0;0;0;0;SUNLANDS TECHNOLOGY GROUP;STG;2018-03-23;Consumer Defensive;4;553200.0;1399792.0;1877528.0;-0.0085392331859933;SUNLANDS TECHNOLOGY GROUP;0.1969026774168014;0.0438651666045188;0.7592321634292603
4.0;110.0;45.0;0;0;0;GOLDEN BULL LTD;DNJR;2018-03-20;Financial Services;1;11933714.20209696;9200985.52575441;26558084.22784357;-0.0035947081327962;GOLDEN BULL ;0.28102065399533144;0.23286812202638935;0.48611121892310905
4.0;32.0;39.0;0;0;0;SENMIAO TECHNOLOGY LTD;AIHS;2018-03-16;Financial Services;4;11210.0;63740.0;172790.0;0.0013430489619855;SENMIAO TECHNOLOGY ;0.3392297327518463;0.0237331390380859;0.6370370984077454
16.0;950.0;63.0;0;0;0;ZSCALER, INC.;ZS;2018-03-16;Technology;4;16931900.0;36950200.0;48653100.0;0.0013430489619855;ZSCALER ;0.27960732097954427;0.11144513742583072;0.6089475476388712
15.0;83.0;62.0;0;0;0;ARCUS BIOSCIENCES, INC.;RCUS;2018-03-15;Healthcare;3;5581200.0;8353500.0;11730100.0;0.001030574406503;ARCUS BIOSCIENCES ;0.1976625317900345;0.02946763417587192;0.7728698469441513
11.75;114.0;55.0;0;0;0;BRIDGEWATER BANCSHARES INC;BWB;2018-03-14;Financial Services;2;2694300.0;3496400.0;5054300.0;0.0015192585690933;BRIDGEWATER BANCSHARES ;0.23102359780945728;0.0263374509462683;0.7426389434288457
11.0;4.0;61.0;0;1;1;BIOXCEL THERAPEUTICS, INC.;BTAI;2018-03-08;Healthcare;3;1910550.0;880672.6931999999;2026543.0946999996;-0.0002426424014852;BIOXCEL THERAPEUTICS ;0.1640439699858245;0.05559787167826799;0.7803581658659912
29.0;2255.0;59.0;0;0;0;DOCUSIGN, INC.;DOCU;2018-04-27;Technology;4;16392400.0;26419300.0;37774500.0;-0.0020288711016149;DOCUSIGN ;0.31828469682756894;0.07270686586083308;0.6090084348349978
10.0;282.0;60.0;0;0;0;GOOSEHEAD INSURANCE, INC.;GSHD;2018-04-27;Financial Services;4;2305400.0;3077500.0;4575700.0;-0.0020288711016149;GOOSEHEAD INSURANCE ;0.22476637529639093;0.03315536603331561;0.7420782691011062
15.0;787.0;51.0;0;0;0;SMARTSHEET INC;SMAR;2018-04-27;Technology;4;9194700.0;11757000.0;14624200.0;-0.0020288711016149;SMARTSHEET ;0.31291804818954116;0.0524779012796051;0.63460405323934
16.0;1071.0;57.0;0;0;0;NLIGHT, INC.;LASR;2018-04-26;Technology;3;3906000.0;6088800.0;8726800.0;-0.0020691938288875;NLIGHT ;0.28110756713219665;0.03229346164840862;0.6865989735180681
22.0;4212.0;55.0;0;0;0;CERIDIAN HCM HOLDING INC.;CDAY;2018-04-26;Technology;3;13590200.0;20165600.0;27488300.0;-0.0020691938288875;CERIDIAN HCM HOLDING ;0.36259884234856476;0.028864702560588092;0.6085364469992263
28.0;235.0;64.0;0;0;0;LEVEL ONE BANCORP INC;LEVL;2018-04-20;Financial Services;4;11933714.20209696;9200985.52575441;26558084.22784357;0.0015290537820085;LEVEL ONE BAN ;0.36578735815247104;0.2859518043582841;0.34826083917322814
15.0;2518.0;58.0;0;0;0;PIVOTAL SOFTWARE, INC.;PVTL;2018-04-20;Technology;4;11933714.20209696;9200985.52575441;26558084.22784357;0.0015290537820085;PIVOTAL SOFTWARE ;0.27591076207408766;0.04399893647776196;0.680090305069512
15.0;56.0;47.0;1;1;1;SURFACE ONCOLOGY, INC.;SURF;2018-04-19;Healthcare;3;4121100.0;7332100.0;10049100.0;0.0019592206131069;SURFACE ONCOLOGY ;0.2652792037553983;0.03090479251073846;0.7038160021582694
25.04;326.0;62.0;0;0;0;MORPHOSYS AG;MOR;2018-04-19;Healthcare;3;1748000.0;2399600.0;2911300.0;0.0019592206131069;MORPHOSYS AG;0.08385847582710236;0.053390041802008154;0.8627514794187726
15.0;1310.0;64.0;1;1;1;GRAFTECH INTERNATIONAL LTD;EAF;2018-04-19;Industrials;3;12977400.0;28469100.0;41398200.0;0.0019592206131069;GRAFTECH INTERNATIONAL ;0.1771267664929231;0.04639651679566924;0.7764767195497241
5.0;109.0;41.0;0;0;0;AGM GROUP HOLDINGS, INC.;AGMH;2018-04-18;Technology;2;291800.0;2517000.0;4379900.0;0.0051668032521661;AGM GROUP HOLDINGS ;0.3224470078324278;0.07369918084673038;0.603853804985981
14.0;933.0;54.0;1;1;1;ZUORA INC;ZUO;2018-04-12;Technology;3;13102400.0;18676800.0;22280500.0;0.002756855125455;ZUORA ;0.27401625841164595;0.05571619689778154;0.6702675371266463
165.9;2960.0;39.0;1;1;1;SPOTIFY TECHNOLOGY S.A.;SPOT;2018-04-03;Technology;1;30526500.0;60735700.0;87663500.0;-0.0014222042788302;SPOTIFY TECHNOLOGY SA;0.2560327981849234;0.13358241150600048;0.6103847884738506
5.0;9.0;59.0;0;1;1;HANCOCK JAFFE LABORATORIES, INC.;HJLI;2018-05-31;Healthcare;3;11933714.20209696;9200985.52575441;26558084.22784357;-0.0014308202675184;HANCOCK JAFFE LABORATORIES ;0.1943012399391995;0.022698391021953635;0.7830003731780582
13.0;38.0;57.0;1;1;1;ITERUM THERAPEUTICS PLC;ITRM;2018-05-25;Healthcare;4;48700.0;82781.0;180894.0;-5.272858462365296e-05;ITERUM THERAPEUTICS PLC;0.19778175604614345;0.02595978636633262;0.7762584707953714
18.0;47.0;52.0;0;0;1;KINIKSA PHARMACEUTICALS, LTD.;KNSA;2018-05-24;Healthcare;3;363300.0;1415800.0;2660200.0;0.0008640974318294;KINIKSA PHARMACEUTICALS ;0.14001030762058989;0.04762431810377161;0.812365356211861
14.0;50.0;57.0;0;0;0;SCHOLAR ROCK HOLDING CORP;SRRK;2018-05-24;Healthcare;3;169700.0;774400.0;1647300.0;0.0008640974318294;SCHOLAR ROCK HOLDING ;0.34149346551594306;0.06530568715325501;0.5932008454330125
23.0;949.0;48.0;0;0;1;GREENSKY, INC.;GSKY;2018-05-24;Technology;3;23327840.0;40311543.0;51385538.0;0.0008640974318294;GREENSKY ;0.23626539058137783;0.05493165609062228;0.7088029507032939
5.25;1606.0;56.0;0;1;0;CLPS INC;CLPS;2018-05-24;Technology;3;94000.0;643800.0;25199100.0;0.0008640974318294;CLPS ;0.23385038782378154;0.26892806488053966;0.49722154787130673
16.0;2000.0;60.0;0;0;0;EVO PAYMENTS, INC.;EVOP;2018-05-23;Technology;2;11031300.0;16350300.0;21618800.0;0.0001756793199109;EVO PAYMENTS ;0.13366796520671673;0.027401273631091582;0.8389307630913598
15.0;890.0;49.0;0;0;0;PLURALSIGHT, INC.;PS;2018-05-17;Technology;3;11933714.20209696;9200985.52575441;26558084.22784357;0.0025723568812282;PLURALSIGHT ;0.40951727495246626;0.06716083257110916;0.5233218922358093
12.0;818.0;47.0;0;0;0;HUYA INC.;HUYA;2018-05-11;Consumer Cyclical;4;11585200.0;34933500.0;95915500.0;0.0049300383480585;HUYA ;0.2632022314183414;0.16113794087618583;0.5756598268896341
20.0;7500.0;64.0;1;0;0;AXA EQUITABLE HOLDINGS, INC.;EQH;2018-05-10;Financial Services;3;32487600.0;71031500.0;112165100.0;0.0036566870447706;AXA EQUITABLE HOLDINGS ;0.2429390897617695;0.04470773487094231;0.7123531732470432
16.0;59.0;57.0;0;0;1;EVELO BIOSCIENCES, INC.;EVLO;2018-05-09;Healthcare;2;2020200.0;2519400.0;3669200.0;0.0026821730095646;EVELO BIOSCIENCES ;0.2699502265019404;0.024501235040088876;0.7055485445064503
34.0;686.0;61.0;1;0;0;ORIGIN BANCORP, INC.;OBNK;2018-05-09;Financial Services;2;1730600.0;2655700.0;3572100.0;0.0026821730095646;ORIGIN BAN ;0.08719964990818711;0.46746597212391444;0.44533437744052295
12.0;1856.0;71.0;1;1;1;CONSTRUCTION PARTNERS, INC.;ROAD;2018-05-04;Industrials;4;4086300.0;5386700.0;7072900.0;0.0013230036192451;CONSTRUCTION PARTNERS ;0.4678314150366773;0.07553711844451637;0.4566314684391616
21.0;195.0;71.0;0;0;1;SPIRIT OF TEXAS BANCSHARES, INC.;STXB;2018-05-04;Financial Services;4;11933714.20209696;9200985.52575441;26558084.22784357;0.0013230036192451;SPIRIT OF TEXAS BANCSHARES ;0.4478833052626093;0.18315280634088846;0.36896388967982835
7.03;47.0;49.0;1;1;0;ASLAN PHARMACEUTICALS LTD;ASLN;2018-05-04;Healthcare;4;817200.0;1754400.0;3537500.0;0.0013230036192451;ASLAN PHARMACEUTICALS ;0.12042596802497517;0.030968383503838952;0.848605643480252
22.0;158.0;68.0;1;1;0;BAYCOM CORP;BCML;2018-05-04;Financial Services;4;281600.0;534500.0;898400.0;0.0013230036192451;BAYCOM ;0.16461652172905095;0.024227615674289844;0.811155878147989
19.0;932.0;55.0;0;0;0;CARBON BLACK, INC.;CBLK;2018-05-04;Technology;4;11933714.20209696;9200985.52575441;26558084.22784357;0.0013230036192451;CARBON BLACK ;0.2211634595390229;0.0756560366013042;0.7031805026870701
16.0;121.0;59.0;0;0;0;INSPIRE MEDICAL SYSTEMS, INC.;INSP;2018-05-03;Healthcare;3;3430900.0;4955100.0;7047500.0;-0.0002447277237225;INSPIRE MEDICAL SYSTEMS ;0.4435401177139016;0.0752679670261124;0.4811919127676896
17.0;67.0;60.0;1;1;0;UNITY BIOTECHNOLOGY, INC.;UBX;2018-05-03;Healthcare;3;83790.0;164920.0;313350.0;-0.0002447277237225;UNITY BIOTECHNOLOGY ;0.2097024657961094;0.03807075237008654;0.7522267738376001
17.0;0.0;57.46021093000968;1;1;1;PERMROCK ROYALTY TRUST;PRT;2018-05-02;Energy;2;3314700.0;4777700.0;6474800.0;-0.0018342830669136;PERMROCK ROYALTY TRUST;0.18245198008500862;0.0289128002348459;0.7886352207925584
21.0;796.0;49.0;1;1;1;DOMO, INC.;DOMO;2018-06-29;Technology;4;8123100.0;14262400.0;21069100.0;-0.0025244185574051;DOMO ;0.3099349832554794;0.18437820647936598;0.5056868104269802
17.0;26520.0;59.0;0;0;0;BJ'S WHOLESALE CLUB HOLDINGS, INC.;BJ;2018-06-28;Consumer Cyclical;3;21172600.0;38169800.0;51217400.0;-0.0023881684203524;BJS WHOLESALE CLUB HOLDINGS ;0.17126949755952525;0.059365549347657885;0.7693649481536231
